finding_id,attack_class,severity,status,file,line,symbol,description,evidence,next_attack
RT-122,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/instructions/reserve.rs,133,unchecked minus,Potential unchecked arithmetic expression detected.,/// Permanent buyback destination supplied read-only to the firewall.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-123,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/instructions/reserve.rs,143,unchecked minus,Potential unchecked arithmetic expression detected.,/// Permanent liquidity destination supplied read-only to the firewall.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-124,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/instructions/reserve.rs,153,unchecked minus,Potential unchecked arithmetic expression detected.,/// Permanent company destination supplied read-only to the firewall.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-125,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/instructions/reserve.rs,165,unchecked minus,Potential unchecked arithmetic expression detected.,/// Permanent founder destination supplied read-only to the firewall.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-126,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/instructions/reserve.rs,307,unchecked minus,Potential unchecked arithmetic expression detected.,"msg!(""Reserve settlement-token execution completed"");","Test maximum values, zero values, rounding, and overflow behavior."
RT-127,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/execution_config.rs,3,unchecked minus,Potential unchecked arithmetic expression detected.,/// Immutable routing configuration for all protocol-controlled executions.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-128,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/execution_config.rs,13,unchecked minus,Potential unchecked arithmetic expression detected.,/// Settlement-token mint accepted by every configured destination.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-129,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/execution_config.rs,25,unchecked divide,Potential unchecked arithmetic expression detected.,/// Permanent destination for Company/Operations funding.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-131,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/treasury.rs,37,unchecked minus,Potential unchecked arithmetic expression detected.,/// Lifetime settlement-token amounts actually released from the treasury.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-132,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/treasury.rs,44,unchecked minus,Potential unchecked arithmetic expression detected.,/// Last successful fee-processing timestamp.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-134,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/treasury.rs,69,unchecked divide,Potential unchecked arithmetic expression detected.,(19 * 8) + // u64/i64 accounting fields,"Test maximum values, zero values, rounding, and overflow behavior."
RT-133,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/treasury.rs,75,unchecked minus,Potential unchecked arithmetic expression detected.,/// Validates one accounting bucket using fail-closed checked arithmetic.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-130,Arithmetic review,MEDIUM,OPEN — MANUAL REVIEW,programs/treasury-router/src/state/treasury.rs,79,unchecked plus,Potential unchecked arithmetic expression detected.,/// lifetime == pending + released,"Test maximum values, zero values, rounding, and overflow behavior."
RT-011,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/beaver_score.rs,333,unchecked plus,Potential unchecked arithmetic expression detected.,"assert_eq!(score, WATERFALL_MAX_POINTS + RESERVE_MAX_POINTS + 50);","Test maximum values, zero values, rounding, and overflow behavior."
RT-027,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/execution_guard.rs,534,unchecked minus,Potential unchecked arithmetic expression detected.,// The Adaptive Dam tightens this Caution-stage fixture to,"Test maximum values, zero values, rounding, and overflow behavior."
RT-023,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/execution_guard.rs,597,unchecked plus,Potential unchecked arithmetic expression detected.,// Lifetime must equal pending + released.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-033,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/release.rs,330,unchecked plus,Potential unchecked arithmetic expression detected.,// The pre-existing state is itself invalid because pending + released,"Test maximum values, zero values, rounding, and overflow behavior."
RT-037,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/release.rs,330,unchecked minus,Potential unchecked arithmetic expression detected.,// The pre-existing state is itself invalid because pending + released,"Test maximum values, zero values, rounding, and overflow behavior."
RT-034,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/release.rs,439,unchecked plus,Potential unchecked arithmetic expression detected.,"""every bucket must satisfy lifetime = pending + released"",","Test maximum values, zero values, rounding, and overflow behavior."
RT-035,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/release.rs,477,unchecked plus,Potential unchecked arithmetic expression detected.,"collect_release_permutations(buckets, index + 1, permutations);","Test maximum values, zero values, rounding, and overflow behavior."
RT-038,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/release.rs,539,unchecked minus,Potential unchecked arithmetic expression detected.,"""release must not alter received-fee accounting"",","Test maximum values, zero values, rounding, and overflow behavior."
RT-039,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/release.rs,544,unchecked minus,Potential unchecked arithmetic expression detected.,"""release must not alter allocated-fee accounting"",","Test maximum values, zero values, rounding, and overflow behavior."
RT-051,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,281,unchecked multiply,Potential unchecked arithmetic expression detected.,* It receives plain references and verifies that their values remain,"Test maximum values, zero values, rounding, and overflow behavior."
RT-041,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,292,unchecked minus,Potential unchecked arithmetic expression detected.,/// Stable Sentinel v2 failure-mask identifiers.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-042,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,315,unchecked minus,Potential unchecked arithmetic expression detected.,/// Read-only Sentinel v2 report.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-043,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,317,unchecked minus,Potential unchecked arithmetic expression detected.,/// A zero `failure_mask` means every linkage and immutable-configuration,"Test maximum values, zero values, rounding, and overflow behavior."
RT-044,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,339,unchecked minus,Potential unchecked arithmetic expression detected.,/// Evaluates immutable configuration and protocol-account linkage.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-052,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,354,unchecked multiply,Potential unchecked arithmetic expression detected.,* The configuration and treasury must both point to the same canonical,"Test maximum values, zero values, rounding, and overflow behavior."
RT-053,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,372,unchecked multiply,Potential unchecked arithmetic expression detected.,"* Merely totalling 10,000 basis points is insufficient: a corrupted","Test maximum values, zero values, rounding, and overflow behavior."
RT-045,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,397,unchecked minus,Potential unchecked arithmetic expression detected.,* Ownership and SPL-token mint checks require actual token-account data,"Test maximum values, zero values, rounding, and overflow behavior."
RT-046,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,397,unchecked minus,Potential unchecked arithmetic expression detected.,* Ownership and SPL-token mint checks require actual token-account data,"Test maximum values, zero values, rounding, and overflow behavior."
RT-054,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,397,unchecked multiply,Potential unchecked arithmetic expression detected.,* Ownership and SPL-token mint checks require actual token-account data,"Test maximum values, zero values, rounding, and overflow behavior."
RT-047,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,398,unchecked minus,Potential unchecked arithmetic expression detected.,* and will be added later through a dedicated account-view verifier.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-055,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,413,unchecked multiply,Potential unchecked arithmetic expression detected.,* Every lifetime bucket must add up exactly to the protocol's recorded,"Test maximum values, zero values, rounding, and overflow behavior."
RT-056,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,435,unchecked multiply,Potential unchecked arithmetic expression detected.,* In the current accounting design these values should ordinarily be,"Test maximum values, zero values, rounding, and overflow behavior."
RT-057,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/sentinel.rs,436,unchecked multiply,Potential unchecked arithmetic expression detected.,"* equal after successful processing, but <= is the fundamental safety","Test maximum values, zero values, rounding, and overflow behavior."
RT-063,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/waterfall.rs,167,unchecked minus,Potential unchecked arithmetic expression detected.,/// Deterministic fee-allocation profile selected by the Survival Waterfall.,"Test maximum values, zero values, rounding, and overflow behavior."
RT-058,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/waterfall.rs,183,unchecked plus,Potential unchecked arithmetic expression detected.,self.reserve_bps as u32,"Test maximum values, zero values, rounding, and overflow behavior."
RT-059,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/waterfall.rs,184,unchecked plus,Potential unchecked arithmetic expression detected.,+ self.buyback_burn_bps as u32,"Test maximum values, zero values, rounding, and overflow behavior."
RT-060,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/waterfall.rs,185,unchecked plus,Potential unchecked arithmetic expression detected.,+ self.liquidity_bps as u32,"Test maximum values, zero values, rounding, and overflow behavior."
RT-061,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/engines/waterfall.rs,186,unchecked plus,Potential unchecked arithmetic expression detected.,+ self.company_bps as u32,"Test maximum values, zero values, rounding, and overflow behavior."
RT-114,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/instructions/process_fees.rs,683,unchecked minus,Potential unchecked arithmetic expression detected.,let company_overflow = requested_company - actual_company;,"Test maximum values, zero values, rounding, and overflow behavior."
RT-115,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/instructions/process_fees.rs,710,unchecked minus,Potential unchecked arithmetic expression detected.,let founder_overflow = requested_founder - actual_founder;,"Test maximum values, zero values, rounding, and overflow behavior."
RT-116,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/instructions/process_fees.rs,736,unchecked minus,Potential unchecked arithmetic expression detected.,let company_overflow = requested_company - actual_company;,"Test maximum values, zero values, rounding, and overflow behavior."
RT-117,Arithmetic review,LOW,REVIEW — LIKELY TEST CODE,programs/treasury-router/src/instructions/process_fees.rs,740,unchecked minus,Potential unchecked arithmetic expression detected.,let founder_overflow = requested_founder - actual_founder;,"Test maximum values, zero values, rounding, and overflow behavior."
